voters,options,setup_s,register_s,cast_s,cast_per_ballot_s,tally_s,verify_s,transcript_bytes
8,4,0.2149950409657322,0.04551970900502056,4.1531514580128714,0.5191439322516089,0.36604266602080315,0.35667349997675046,8606336
16,4,0.38211320800473914,0.11394254100741819,6.011056832969189,0.3756910520605743,0.4232194170472212,0.40792900003725663,8611072
32,4,0.718029374955222,0.2243097909959033,12.213520708028227,0.3816725221258821,0.5346654999884777,0.5102617910015397,8620544
64,4,1.3878923330339603,0.452253625029698,25.602087833045516,0.4000326223913362,0.7655390410218388,0.7090984170208685,8639488
